PRODUCT NAME,MODEL NUMBER,MANUFACTURER,ECCN,AUTHORIZATION TYPE,ITEM TYPE,SUBMITTER NAME,TELEPHONE NUMBER,E-MAIL ADDRESS,MAILING ADDRESS,NON-U.S. COMPONENTS,NON-U.S. MANUFACTURING LOCATIONS
Orbital,1.0,Pure Karma Labs,5D002,ENC,mobility and mobile applications n.e.s.,TODO-SUBMITTER-NAME,TODO-TELEPHONE,TODO-EMAIL,TODO-MAILING-ADDRESS,YES,NONE
